브랜드코드,거래횟수,내점일수,구매주기,봄_구매비율,여름_구매비율,가을_구매비율,겨울_구매비율,주구매요일,12시이전구매비율,12시이후_18시이전구매비율,18시이후구매비율,주중방문비율,주말방문비율,평일_18시_구매비율,방문평균거래평균횟수,금토일방문비율,금오후토일방문비율,주구매시간,총구매액,구매건수,평균구매액,최대구매액,최소구매액,환불금액,환불건수,구매금액표준편차,구매금액왜도,구매금액첨도,구매금액_1q,구매금액_2q,구매금액_3q,중분류_nunique,주구매_중분류,대분류_nunique,주구매_대분류
5128,3490,337,1,0.27351738241308793,0.2119120654396728,0.24923312883435583,0.26533742331288346,3,0.17229038854805726,0.6106850715746421,0.2170245398773006,0.7855316973415133,0.2144683026584867,0.17229038854805726,10.356083086053413,0.39033742331288346,0.2528118609406953,16,341577100,3912,87315.20961145194,1115000,2000.0,-22872000,185,90314.9173079602,2.256172320717059,9.005338380744304,35000.0,70000.0,130000.0,5,국내종합화장품,4,패션잡화
5129,983,290,1,0.28597122302158273,0.26348920863309355,0.25089928057553956,0.19964028776978418,3,0.1681654676258993,0.6681654676258992,0.16366906474820145,0.7715827338129496,0.22841726618705036,0.14118705035971224,3.389655172413793,0.40467625899280574,0.2643884892086331,16,145333000,1112,130695.14388489208,2340000,4000.0,-26766500,123,168883.4734273476,5.610044469215103,58.171565321071114,83000.0,134000.0,222000.0,4,골프웨어,3,남성정장스포츠
5130,659,265,1,0.31223628691983124,0.27848101265822783,0.2039381153305204,0.20534458509142053,3,0.15752461322081576,0.5203938115330521,0.32208157524613223,0.7988748241912799,0.2011251758087201,0.2545710267229255,2.486792452830189,0.38959212376933894,0.2545710267229255,18,63279500,711,89000.70323488045,560000,14000.0,-9100600,70,68213.41469408915,1.0822707798315545,2.7687507403829117,54000.0,105000.0,158000.0,2,핸드백,4,패션잡화
5131,97,71,4,0.1485148514851485,0.4752475247524752,0.33663366336633666,0.039603960396039604,3,0.25742574257425743,0.5247524752475248,0.21782178217821782,0.8316831683168316,0.16831683168316833,0.1782178217821782,1.3661971830985915,0.38613861386138615,0.24752475247524752,18,29039100,101,287515.8415841584,2070000,38000.0,-6777500,13,375170.3581762924,2.418234400042786,7.720707515748305,171000.0,245600.0,502500.0,9,취사소형,2,가정용품
5132,916,279,1,0.27805362462760674,0.24031777557100298,0.1936444885799404,0.28798411122144985,1,0.16881827209533268,0.6703078450844091,0.1608738828202582,0.7825223435948362,0.21747765640516387,0.12909632571996027,3.283154121863799,0.3733862959285005,0.24329692154915591,15,54404000,1007,54025.81926514399,581000,1000.0,-11446200,140,56730.09132560713,2.7761831521255864,14.720717431329781,39000.0,59000.0,98000.0,11,단품,4,여성캐주얼
5133,322,183,1,0.24495677233429394,0.3659942363112392,0.1930835734870317,0.19596541786743515,3,0.16714697406340057,0.6426512968299711,0.19020172910662825,0.7752161383285303,0.22478386167146974,0.15273775216138327,1.7595628415300546,0.37752161383285304,0.2478386167146974,16,17109400,347,49306.62824207493,348000,10000.0,-2312000,34,48449.474815904054,2.200573952569823,7.251435699676481,30000.0,50000.0,72000.0,7,골프단품,7,남성정장스포츠
5134,65,54,6,0.21739130434782608,0.3188405797101449,0.36231884057971014,0.10144927536231885,2,0.30434782608695654,0.5072463768115942,0.18840579710144928,0.7971014492753623,0.2028985507246377,0.15942028985507245,1.2037037037037037,0.36231884057971014,0.2608695652173913,14,4731380,69,68570.72463768115,390600,5500.0,-339200,4,76537.5197232352,1.8233541584174515,3.7978427311289655,25000.0,53000.0,105280.0,3,크리스탈,2,가정용품
5135,256,153,2,0.27816901408450706,0.23591549295774647,0.1936619718309859,0.29225352112676056,4,0.17253521126760563,0.6408450704225352,0.18661971830985916,0.7922535211267606,0.20774647887323944,0.1619718309859155,1.673202614379085,0.4014084507042254,0.2605633802816901,17,107381800,284,378104.92957746476,2501000,22000.0,-15553400,29,346747.1804133306,2.3824795130792085,9.166415597979338,276000.0,398000.0,618500.0,2,수입의류,2,잡화파트
5136,42,37,9,0.2391304347826087,0.32608695652173914,0.34782608695652173,0.08695652173913043,6,0.2391304347826087,0.5652173913043478,0.1956521739130435,0.6086956521739131,0.391304347826087,0.08695652173913043,1.135135135135135,0.5217391304347826,0.391304347826087,18,13041000,46,283500.0,1163000,95000.0,-3662000,7,282499.7390513884,0.764211010774663,-0.30657940833302755,191000.0,420000.0,604000.0,4,TV_VCR,1,가정용품
5137,303,171,2,0.167192429022082,0.3722397476340694,0.26498422712933756,0.19558359621451105,4,0.23659305993690852,0.5867507886435331,0.17665615141955837,0.804416403785489,0.19558359621451105,0.138801261829653,1.7719298245614035,0.4037854889589905,0.2334384858044164,16,74522400,317,235086.43533123028,2800000,15000.0,-25412500,35,522271.3019444344,2.7570416594773035,8.336915735090175,54600.0,119000.0,467500.0,12,가스기기,2,가정용품
5138,4388,337,1,0.2812203903733182,0.2586696986924389,0.24976312298654538,0.21034678794769757,4,0.15899185143073716,0.630850862232329,0.21015728633693387,0.7979912829259048,0.20200871707409512,0.1669509190828122,13.020771513353116,0.43320068220579877,0.24748910365738108,16,598273500,5277,113373.79192723139,1633500,2000.0,-72870000,434,117512.28406099626,3.888482330212358,24.713068714411804,82000.0,103000.0,165000.0,8,트래디셔널,5,케주얼_구두_아동
5139,17,14,5,0.5263157894736842,0.47368421052631576,0.0,0.0,4,0.3157894736842105,0.5263157894736842,0.15789473684210525,0.7368421052631579,0.2631578947368421,0.05263157894736842,1.2142857142857142,0.6842105263157895,0.3157894736842105,12,2225800,19,117147.36842105263,276000,19000.0,-315000,3,77085.441772966,-0.18258500559933113,-1.0199387586087179,97100.0,167500.0,218000.0,1,캐릭터캐쥬얼,1,영어덜트캐쥬얼
5140,964,301,1,0.24397299903567984,0.19382835101253615,0.29026036644165865,0.2719382835101254,3,0.26036644165863065,0.6027000964320154,0.1369334619093539,0.7743490838958534,0.2256509161041466,0.10993249758919961,3.20265780730897,0.39151398264223725,0.2536162005785921,16,29771500,1037,28709.257473481197,340900,3000.0,-1396100,39,26624.46100803348,3.442883238319358,23.620397931857116,14000.0,23000.0,39000.0,11,유아복,3,아동
5141,131,106,3,0.2695035460992908,0.2765957446808511,0.19148936170212766,0.2624113475177305,1,0.16312056737588654,0.6170212765957447,0.2198581560283688,0.7588652482269503,0.24113475177304963,0.1702127659574468,1.2358490566037736,0.36879432624113473,0.2765957446808511,16,11499700,141,81558.1560283688,414000,8000.0,-556000,7,80876.35564469916,1.8911398173837608,3.7563268200131317,34250.0,61000.0,114000.0,1,국내화장품,1,잡화파트
5142,141,81,4,0.47019867549668876,0.37748344370860926,0.07947019867549669,0.0728476821192053,6,0.2980132450331126,0.5496688741721855,0.152317880794702,0.7350993377483444,0.26490066225165565,0.11920529801324503,1.7407407407407407,0.3973509933774834,0.2913907284768212,11,8448400,151,55949.66887417219,329000,12000.0,-1001200,13,54553.776872327086,2.3078254567665195,7.24874598043168,29250.0,51000.0,84750.0,1,아동,2,케주얼_구두_아동
5143,120,90,3,0.2857142857142857,0.31746031746031744,0.23809523809523808,0.15873015873015872,4,0.18253968253968253,0.6746031746031746,0.14285714285714285,0.753968253968254,0.24603174603174602,0.10317460317460317,1.3333333333333333,0.5714285714285714,0.30158730158730157,16,26268380,126,208479.20634920636,1176000,8100.0,-4652860,13,284482.86870250833,1.359266483747776,1.5424068369541768,49500.0,161100.0,454300.0,5,완구(문화),3,케주얼_구두_아동
5144,243,157,2,0.18875502008032127,0.19678714859437751,0.23694779116465864,0.37751004016064255,4,0.20883534136546184,0.5983935742971888,0.1927710843373494,0.8192771084337349,0.18072289156626506,0.1566265060240964,1.5477707006369428,0.37349397590361444,0.20080321285140562,16,8019800,249,32208.032128514056,111000,5000.0,-426000,13,16477.678242825084,1.1027420596885211,2.583944805963803,25000.0,33000.0,44000.0,3,스포츠용품,2,스포츠캐쥬얼
5145,763,290,1,0.2893772893772894,0.20634920634920634,0.19047619047619047,0.3137973137973138,4,0.15262515262515264,0.5457875457875457,0.30158730158730157,0.7777777777777778,0.2222222222222222,0.22954822954822954,2.6310344827586207,0.42246642246642246,0.28327228327228327,19,37046420,819,45233.72405372405,432000,3000.0,-2765500,46,43499.81014823381,2.921344154756357,14.404673032746777,23500.0,38500.0,65500.0,9,란제리,7,영플라자
5146,1699,330,1,0.26529535864978904,0.27109704641350213,0.25738396624472576,0.20622362869198313,3,0.20675105485232068,0.5975738396624473,0.19567510548523206,0.7937763713080169,0.20622362869198313,0.15770042194092826,5.148484848484848,0.37341772151898733,0.2399789029535865,16,192777100,1896,101675.68565400844,826000,4000.0,-31906000,212,99508.05738637304,2.2045328955455203,7.163606273291012,72075.0,103200.0,167250.0,4,영캐주얼,4,여성캐주얼
5147,63,40,9,0.1875,0.8125,0.0,0.0,3,0.078125,0.671875,0.25,0.734375,0.265625,0.140625,1.575,0.421875,0.3125,14,2977600,64,46525.0,179800,6000.0,-427800,7,38184.06089280794,0.8481656095108652,0.3519051496952792,34400.0,49400.0,82200.0,1,수영복,1,스포츠캐쥬얼
5148,39,30,11,0.4878048780487805,0.3170731707317073,0.1951219512195122,0.0,6,0.14634146341463414,0.7073170731707317,0.14634146341463414,0.5609756097560976,0.43902439024390244,0.0975609756097561,1.3,0.5121951219512195,0.4634146341463415,14,2589500,41,63158.53658536585,300000,15000.0,-695000,6,74694.3547977721,1.2448412668917028,0.7381452006722959,40000.0,60000.0,139000.0,3,일반악세사리,3,명품잡화
5149,4009,337,1,0.2813911472448058,0.246386630532972,0.231029810298103,0.24119241192411925,4,0.17186088527551943,0.5883017163504969,0.23983739837398374,0.7922312556458898,0.20776874435411022,0.18992773261065943,11.896142433234422,0.40311653116531165,0.25609756097560976,16,339154429,4428,76593.14114724481,1348000,1000.0,-16376000,173,83155.37430411071,4.242180299626802,34.088783557653,33000.0,57000.0,103000.0,2,수입종합화장품,4,잡화파트
5150,1157,298,1,0.3013698630136986,0.21537290715372906,0.2983257229832572,0.18493150684931506,3,0.2876712328767123,0.5684931506849316,0.14383561643835616,0.806697108066971,0.1933028919330289,0.1232876712328767,3.88255033557047,0.3272450532724505,0.2222222222222222,12,96502800,1314,73442.00913242009,800000,3000.0,-14409300,130,93970.36714949684,2.9065433384990498,12.451987078379759,35000.0,64900.0,116000.0,4,아동,4,케주얼_구두_아동
5151,80,67,5,0.2857142857142857,0.14285714285714285,0.25,0.32142857142857145,4,0.11904761904761904,0.6785714285714286,0.20238095238095238,0.8214285714285714,0.17857142857142858,0.16666666666666666,1.1940298507462686,0.42857142857142855,0.2261904761904762,17,3362340,84,40027.857142857145,457400,2720.0,-289700,5,58677.3595098847,4.786006791248563,30.977703900096916,14850.0,29300.0,57000.0,4,주방용품,1,가정용품
5152,433,204,1,0.26695842450765866,0.16411378555798686,0.24726477024070023,0.32166301969365424,4,0.18818380743982493,0.6323851203501094,0.17943107221006566,0.8205689277899344,0.17943107221006566,0.13347921225382933,2.122549019607843,0.4442013129102845,0.2188183807439825,14,23823510,457,52130.218818380745,281280,5500.0,-1291980,16,43022.38065923509,1.646729290902872,4.121490221576652,25000.0,45000.0,78400.0,8,완구,4,케주얼_구두_아동
5153,253,144,2,0.4774436090225564,0.21052631578947367,0.15789473684210525,0.15413533834586465,3,0.16541353383458646,0.6278195488721805,0.20676691729323307,0.7706766917293233,0.22932330827067668,0.16541353383458646,1.7569444444444444,0.424812030075188,0.2781954887218045,16,33376400,266,125475.18796992481,1028800,9000.0,-5848600,24,107416.054219521,3.818803079828835,23.785909569754093,99000.0,158000.0,198000.0,4,타운웨어,2,여성정장
5154,640,253,1,0.33661971830985915,0.24788732394366197,0.2323943661971831,0.18309859154929578,4,0.16619718309859155,0.6197183098591549,0.2140845070422535,0.7887323943661971,0.2112676056338028,0.18732394366197183,2.5296442687747036,0.4295774647887324,0.27887323943661974,17,68731800,710,96805.35211267606,1780100,7000.0,-10395300,65,135456.93740853155,6.011510865610489,58.96341768363124,47400.0,85500.0,143500.0,4,트래디셔널,3,스포츠캐쥬얼
5155,337,202,1,0.2900552486187845,0.24585635359116023,0.24033149171270718,0.22375690607734808,3,0.31767955801104975,0.5331491712707183,0.14917127071823205,0.7762430939226519,0.22375690607734808,0.13535911602209943,1.6683168316831682,0.4116022099447514,0.2541436464088398,12,18152430,362,50144.83425414364,316800,5000.0,-2860500,35,59250.77519296233,2.033972031925959,4.463910462611698,23850.0,46200.0,76300.0,7,아동,2,아동문화
5156,31,21,14,0.3870967741935484,0.45161290322580644,0.16129032258064516,0.0,0,0.3870967741935484,0.45161290322580644,0.16129032258064516,0.8064516129032258,0.1935483870967742,0.0967741935483871,1.4761904761904763,0.3548387096774194,0.22580645161290322,12,415300,31,13396.774193548386,57000,8000.0,-35200,1,9794.7587438678,3.1762275299220124,11.895804000029617,9125.0,12250.0,15750.0,4,문화,4,아동문화
5157,165,111,3,0.295,0.235,0.195,0.275,1,0.12,0.71,0.17,0.76,0.24,0.15,1.4864864864864864,0.375,0.25,16,76698650,200,383493.25,4710000,50000.0,-43503800,41,757960.0387223172,2.7054925499702573,9.448383712024691,283500.0,500000.0,906500.0,3,수입부띠끄,4,로얄부띠끄
5158,1035,287,1,0.23864648263579696,0.26714158504007124,0.3303650934995548,0.163846838824577,4,0.15761353517364202,0.6126447016918967,0.22974176313446126,0.8325912733748887,0.1674087266251113,0.19412288512911843,3.6062717770034842,0.4416740872662511,0.2341941228851291,18,112637650,1123,100300.6678539626,602000,4500.0,-16835400,109,87825.33947916806,1.288192859394572,1.7120773644644074,68000.0,91000.0,178000.0,4,트래디셔널,3,스포츠캐쥬얼
5159,386,201,1,0.2383177570093458,0.25934579439252337,0.2850467289719626,0.21728971962616822,4,0.15654205607476634,0.6074766355140186,0.23598130841121495,0.8107476635514018,0.18925233644859812,0.20327102803738317,1.9203980099502487,0.42289719626168226,0.2570093457943925,18,52370800,428,122361.68224299066,1323000,3000.0,-5763800,36,173494.43807980287,3.127645390468488,13.05518431372532,49750.0,85000.0,185500.0,3,아웃도어,3,남성정장스포츠
5160,156,104,3,0.16184971098265896,0.30057803468208094,0.3179190751445087,0.21965317919075145,4,0.23121387283236994,0.6242774566473989,0.14450867052023122,0.8092485549132948,0.1907514450867052,0.11560693641618497,1.5,0.44508670520231214,0.2543352601156069,15,113728200,173,657388.4393063583,5379000,19000.0,-24119300,30,644230.7306271937,4.583193518696729,28.205712706380492,748000.0,903000.0,919000.0,5,냉장고_세탁기,2,가정용품
5161,263,178,2,0.2591240875912409,0.2591240875912409,0.22262773722627738,0.2591240875912409,4,0.14963503649635038,0.6459854014598541,0.20437956204379562,0.8394160583941606,0.16058394160583941,0.19343065693430658,1.4775280898876404,0.3759124087591241,0.2116788321167883,13,5929460,274,21640.36496350365,107600,2850.0,-172800,4,16201.135733930969,1.6506909333008655,3.6237416384952894,11000.0,18300.0,30000.0,4,욕실용품,1,가정용품파트
5162,1265,315,1,0.2670940170940171,0.21866096866096865,0.30128205128205127,0.21296296296296297,3,0.25925925925925924,0.6061253561253561,0.1346153846153846,0.7799145299145299,0.22008547008547008,0.11324786324786325,4.015873015873016,0.38105413105413105,0.24145299145299146,16,90533070,1404,64482.243589743586,934000,4830.0,-9576880,107,70273.84016662312,4.197182711765304,33.08161823915896,34500.0,58800.0,97300.0,4,아동,4,케주얼_구두_아동
